Country,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040
Serbia,0.08,0.084,0.088,0.092,0.096,0.1,0.108,0.116,0.124,0.132,0.14,0.15,0.16,0.17,0.18,0.19,0.208,0.226,0.244,0.262,0.28,0.3,0.32,0.34,0.36,0.38,0.446,0.512,0.578,0.644,0.71,0.768,0.826,0.884,0.942,1,1.062,1.124,1.186,1.248,1.31,1.432,1.554,1.676,1.798,1.92,1.982,2.044,2.106,2.168,2.23,2.308,2.386,2.464,2.542,2.62,2.696,2.772,2.848,2.924,3,3.082,3.164,3.246,3.328,3.41,3.486,3.562,3.638,3.714,3.79,3.838,3.886,3.934,3.982,4.03,4.076,4.122,4.168,4.214,4.26,4.326,4.392,4.458,4.524,4.59,4.6,4.61,4.62,4.63,4.64,4.684,4.728,4.772,4.816,4.86,4.962,5.064,5.166,5.268,5.37,5.456,5.542,5.628,5.714,5.8,5.878,5.956,6.034,6.112,6.19,6.244,6.298,6.352,6.406,6.46,6.446,6.432,6.418,6.404,6.39,6.384,6.378,6.372,6.366,6.36,6.34,6.32,6.3,6.28,6.26,6.22,6.18,6.14,6.1,6.06,6.014,5.968,5.922,5.876,5.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sierra Leone",0.02,0.02,0.02,0.02,0.02,0.02,0.022,0.024,0.026,0.028,0.03,0.032,0.034,0.036,0.038,0.04,0.042,0.044,0.046,0.048,0.05,0.052,0.054,0.056,0.058,0.06,0.064,0.068,0.072,0.076,0.08,0.084,0.088,0.092,0.096,0.1,0.106,0.112,0.118,0.124,0.13,0.136,0.142,0.148,0.154,0.16,0.164,0.168,0.172,0.176,0.18,0.178,0.176,0.174,0.172,0.17,0.174,0.178,0.182,0.186,0.19,0.192,0.194,0.196,0.198,0.2,0.208,0.216,0.224,0.232,0.24,0.246,0.252,0.258,0.264,0.27,0.276,0.282,0.288,0.294,0.3,0.306,0.312,0.318,0.324,0.33,0.338,0.346,0.354,0.362,0.37,0.396,0.422,0.448,0.474,0.5,0.524,0.548,0.572,0.596,0.62,0.66,0.7,0.74,0.78,0.82,0.862,0.904,0.946,0.988,1.03,1.078,1.126,1.174,1.222,1.27,1.322,1.374,1.426,1.478,1.53,1.592,1.654,1.716,1.778,1.84,1.88,1.92,1.96,2,2.04,2.082,2.124,2.166,2.208,2.25,2.35,2.45,2.55,2.65,2.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"South Africa",0.67,0.696,0.722,0.748,0.774,0.8,0.83,0.86,0.89,0.92,0.95,0.99,1.03,1.07,1.11,1.15,1.18,1.21,1.24,1.27,1.3,1.3,1.3,1.3,1.3,1.3,1.284,1.268,1.252,1.236,1.22,1.222,1.224,1.226,1.228,1.23,1.238,1.246,1.254,1.262,1.27,1.314,1.358,1.402,1.446,1.49,1.598,1.706,1.814,1.922,2.03,2.084,2.138,2.192,2.246,2.3,2.346,2.392,2.438,2.484,2.53,2.572,2.614,2.656,2.698,2.74,2.774,2.808,2.842,2.876,2.91,2.948,2.986,3.024,3.062,3.1,3.136,3.172,3.208,3.244,3.28,3.308,3.336,3.364,3.392,3.42,3.434,3.448,3.462,3.476,3.49,3.49,3.49,3.49,3.49,3.49,3.51,3.53,3.55,3.57,3.59,3.642,3.694,3.746,3.798,3.85,3.908,3.966,4.024,4.082,4.14,4.158,4.176,4.194,4.212,4.23,4.444,4.658,4.872,5.086,5.3,5.442,5.584,5.726,5.868,6.01,5.91,5.81,5.71,5.61,5.51,5.592,5.674,5.756,5.838,5.92,6.004,6.088,6.172,6.256,6.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"South Korea",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,0.358,0.416,0.474,0.532,0.59,0.634,0.678,0.722,0.766,0.81,0.916,1.022,1.128,1.234,1.34,1.424,1.508,1.592,1.676,1.76,1.834,1.908,1.982,2.056,2.13,2.208,2.286,2.364,2.442,2.52,2.602,2.684,2.766,2.848,2.93,3.002,3.074,3.146,3.218,3.29,3.356,3.422,3.488,3.554,3.62,3.732,3.844,3.956,4.068,4.18,4.256,4.332,4.408,4.484,4.56,4.352,4.144,3.936,3.728,3.52,3.67,3.82,3.97,4.12,4.27,4.358,4.446,4.534,4.622,4.71,4.792,4.874,4.956,5.038,5.12,5.17,5.22,5.27,5.32,5.37,5.396,5.422,5.448,5.474,5.5,5.538,5.576,5.614,5.652,5.69,5.716,5.742,5.768,5.794,5.82,5.828,5.836,5.844,5.852,5.86,5.868,5.876,5.884,5.892,5.9,5.908,5.916,5.924,5.932,5.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spain,1.56,1.614,1.668,1.722,1.776,1.83,1.896,1.962,2.028,2.094,2.16,2.228,2.296,2.364,2.432,2.5,2.56,2.62,2.68,2.74,2.8,2.848,2.896,2.944,2.992,3.04,3.076,3.112,3.148,3.184,3.22,3.246,3.272,3.298,3.324,3.35,3.366,3.382,3.398,3.414,3.43,3.408,3.386,3.364,3.342,3.32,3.298,3.276,3.254,3.232,3.21,3.192,3.174,3.156,3.138,3.12,3.136,3.152,3.168,3.184,3.2,3.196,3.192,3.188,3.184,3.18,3.174,3.168,3.162,3.156,3.15,3.184,3.218,3.252,3.286,3.32,3.344,3.368,3.392,3.416,3.44,3.474,3.508,3.542,3.576,3.61,3.668,3.726,3.784,3.842,3.9,3.928,3.956,3.984,4.012,4.04,4.096,4.152,4.208,4.264,4.32,4.362,4.404,4.446,4.488,4.53,4.582,4.634,4.686,4.738,4.79,4.768,4.746,4.724,4.702,4.68,4.68,4.68,4.68,4.68,4.68,4.724,4.768,4.812,4.856,4.9,4.932,4.964,4.996,5.028,5.06,5.116,5.172,5.228,5.284,5.34,5.316,5.292,5.268,5.244,5.22,5.35,5.48,5.61,5.74,5.87,5.878,5.886,5.894,5.902,5.91,5.912,5.914,5.916,5.918,5.92,5.922,5.924,5.926,5.928,5.93,5.932,5.934,5.936,5.938,5.94,5.942,5.944,5.946,5.948,5.95
"Sri Lanka",0.17,0.172,0.174,0.176,0.178,0.18,0.182,0.184,0.186,0.188,0.19,0.2,0.21,0.22,0.23,0.24,0.252,0.264,0.276,0.288,0.3,0.316,0.332,0.348,0.364,0.38,0.4,0.42,0.44,0.46,0.48,0.498,0.516,0.534,0.552,0.57,0.618,0.666,0.714,0.762,0.81,0.858,0.906,0.954,1.002,1.05,1.09,1.13,1.17,1.21,1.25,1.342,1.434,1.526,1.618,1.71,1.76,1.81,1.86,1.91,1.96,2.012,2.064,2.116,2.168,2.22,2.262,2.304,2.346,2.388,2.43,2.47,2.51,2.55,2.59,2.63,2.66,2.69,2.72,2.75,2.78,2.814,2.848,2.882,2.916,2.95,2.984,3.018,3.052,3.086,3.12,3.16,3.2,3.24,3.28,3.32,3.598,3.876,4.154,4.432,4.71,4.806,4.902,4.998,5.094,5.19,5.266,5.342,5.418,5.494,5.57,5.632,5.694,5.756,5.818,5.88,5.922,5.964,6.006,6.048,6.09,6.1,6.11,6.12,6.13,6.14,6.122,6.104,6.086,6.068,6.05,6.038,6.026,6.014,6.002,5.99,5.988,5.986,5.984,5.982,5.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sudan,,,,,,,,,,,,,,,,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.012,0.014,0.016,0.018,0.02,0.02,0.02,0.02,0.02,0.02,0.04,0.06,0.08,0.1,0.12,0.124,0.128,0.132,0.136,0.14,0.142,0.144,0.146,0.148,0.15,0.154,0.158,0.162,0.166,0.17,0.174,0.178,0.182,0.186,0.19,0.196,0.202,0.208,0.214,0.22,0.224,0.228,0.232,0.236,0.24,0.248,0.256,0.264,0.272,0.28,0.292,0.304,0.316,0.328,0.34,0.352,0.364,0.376,0.388,0.4,0.418,0.436,0.454,0.472,0.49,0.514,0.538,0.562,0.586,0.61,0.64,0.67,0.7,0.73,0.76,0.828,0.896,0.964,1.032,1.1,1.188,1.276,1.364,1.452,1.54,1.614,1.688,1.762,1.836,1.91,1.97,2.03,2.09,2.15,2.21,2.26,2.31,2.36,2.41,2.46,2.494,2.528,2.562,2.596,2.63,2.66,2.69,2.72,2.75,2.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Swaziland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,0.05,0.06,0.07,0.08,0.09,0.096,0.102,0.108,0.114,0.12,0.154,0.188,0.222,0.256,0.29,0.312,0.334,0.356,0.378,0.4,0.424,0.448,0.472,0.496,0.52,0.548,0.576,0.604,0.632,0.66,0.69,0.72,0.75,0.78,0.81,0.866,0.922,0.978,1.034,1.09,1.14,1.19,1.24,1.29,1.34,1.386,1.432,1.478,1.524,1.57,1.634,1.698,1.762,1.826,1.89,2.018,2.146,2.274,2.402,2.53,2.664,2.798,2.932,3.066,3.2,3.278,3.356,3.434,3.512,3.59,3.668,3.746,3.824,3.902,3.98,3.984,3.988,3.992,3.996,4,3.984,3.968,3.952,3.936,3.92,3.856,3.792,3.728,3.664,3.6,3.612,3.624,3.636,3.648,3.66,3.746,3.832,3.918,4.004,4.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sweden,3.28,3.298,3.316,3.334,3.352,3.37,3.392,3.414,3.436,3.458,3.48,3.5,3.52,3.54,3.56,3.58,3.598,3.616,3.634,3.652,3.67,3.69,3.71,3.73,3.75,3.77,3.788,3.806,3.824,3.842,3.86,3.878,3.896,3.914,3.932,3.95,3.966,3.982,3.998,4.014,4.03,4.054,4.078,4.102,4.126,4.15,4.178,4.206,4.234,4.262,4.29,4.314,4.338,4.362,4.386,4.41,4.44,4.47,4.5,4.53,4.56,4.586,4.612,4.638,4.664,4.69,4.714,4.738,4.762,4.786,4.81,4.834,4.858,4.882,4.906,4.93,4.966,5.002,5.038,5.074,5.11,5.128,5.146,5.164,5.182,5.2,5.214,5.228,5.242,5.256,5.27,5.29,5.31,5.33,5.35,5.37,5.392,5.414,5.436,5.458,5.48,5.496,5.512,5.528,5.544,5.56,5.582,5.604,5.626,5.648,5.67,5.678,5.686,5.694,5.702,5.71,5.716,5.722,5.728,5.734,5.74,5.748,5.756,5.764,5.772,5.78,5.788,5.796,5.804,5.812,5.82,5.828,5.836,5.844,5.852,5.86,5.856,5.852,5.848,5.844,5.84,5.834,5.828,5.822,5.816,5.81,5.808,5.806,5.804,5.802,5.8,5.798,5.796,5.794,5.792,5.79,5.786,5.782,5.778,5.774,5.77,5.768,5.766,5.764,5.762,5.76,5.758,5.756,5.754,5.752,5.75
Switzerland,4.03,4.064,4.098,4.132,4.166,4.2,4.236,4.272,4.308,4.344,4.38,4.418,4.456,4.494,4.532,4.57,4.61,4.65,4.69,4.73,4.77,4.808,4.846,4.884,4.922,4.96,4.99,5.02,5.05,5.08,5.11,5.154,5.198,5.242,5.286,5.33,5.376,5.422,5.468,5.514,5.56,5.596,5.632,5.668,5.704,5.74,5.812,5.884,5.956,6.028,6.1,6.136,6.172,6.208,6.244,6.28,6.308,6.336,6.364,6.392,6.42,6.442,6.464,6.486,6.508,6.53,6.556,6.582,6.608,6.634,6.66,6.686,6.712,6.738,6.764,6.79,6.828,6.866,6.904,6.942,6.98,6.988,6.996,7.004,7.012,7.02,7.026,7.032,7.038,7.044,7.05,7.014,6.978,6.942,6.906,6.87,6.836,6.802,6.768,6.734,6.7,6.69,6.68,6.67,6.66,6.65,6.648,6.646,6.644,6.642,6.64,6.55,6.46,6.37,6.28,6.19,6.134,6.078,6.022,5.966,5.91,5.864,5.818,5.772,5.726,5.68,5.636,5.592,5.548,5.504,5.46,5.47,5.48,5.49,5.5,5.51,5.588,5.666,5.744,5.822,5.9,5.904,5.908,5.912,5.916,5.92,5.922,5.924,5.926,5.928,5.93,5.932,5.934,5.936,5.938,5.94,5.94,5.94,5.94,5.94,5.94,5.942,5.944,5.946,5.948,5.95,5.952,5.954,5.956,5.958,5.96
Syria,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.012,0.014,0.016,0.018,0.02,0.02,0.02,0.02,0.02,0.02,0.022,0.024,0.026,0.028,0.03,0.032,0.034,0.036,0.038,0.04,0.052,0.064,0.076,0.088,0.1,0.11,0.12,0.13,0.14,0.15,0.158,0.166,0.174,0.182,0.19,0.22,0.25,0.28,0.31,0.34,0.352,0.364,0.376,0.388,0.4,0.412,0.424,0.436,0.448,0.46,0.476,0.492,0.508,0.524,0.54,0.558,0.576,0.594,0.612,0.63,0.648,0.666,0.684,0.702,0.72,0.738,0.756,0.774,0.792,0.81,0.828,0.846,0.864,0.882,0.9,0.94,0.98,1.02,1.06,1.1,1.132,1.164,1.196,1.228,1.26,1.34,1.42,1.5,1.58,1.66,1.754,1.848,1.942,2.036,2.13,2.22,2.31,2.4,2.49,2.58,2.68,2.78,2.88,2.98,3.08,3.146,3.212,3.278,3.344,3.41,3.448,3.486,3.524,3.562,3.6,3.634,3.668,3.702,3.736,3.77,3.934,4.098,4.262,4.426,4.59,4.654,4.718,4.782,4.846,4.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taiwan,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,0.012,0.014,0.016,0.018,0.02,0.022,0.024,0.026,0.028,0.03,0.036,0.042,0.048,0.054,0.06,0.066,0.072,0.078,0.084,0.09,0.15,0.21,0.27,0.33,0.39,0.412,0.434,0.456,0.478,0.5,0.556,0.612,0.668,0.724,0.78,0.838,0.896,0.954,1.012,1.07,1.118,1.166,1.214,1.262,1.31,1.366,1.422,1.478,1.534,1.59,1.692,1.794,1.896,1.998,2.1,2.148,2.196,2.244,2.292,2.34,2.376,2.412,2.448,2.484,2.52,2.566,2.612,2.658,2.704,2.75,2.872,2.994,3.116,3.238,3.36,3.46,3.56,3.66,3.76,3.86,3.95,4.04,4.13,4.22,4.31,4.376,4.442,4.508,4.574,4.64,4.696,4.752,4.808,4.864,4.92,4.982,5.044,5.106,5.168,5.23,5.28,5.33,5.38,5.43,5.48,5.526,5.572,5.618,5.664,5.71,5.74,5.77,5.8,5.83,5.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thailand,,,,,,,,,,,0.01,0.01,0.01,0.01,0.01,0.01,0.012,0.014,0.016,0.018,0.02,0.022,0.024,0.026,0.028,0.03,0.032,0.034,0.036,0.038,0.04,0.068,0.096,0.124,0.152,0.18,0.206,0.232,0.258,0.284,0.31,0.33,0.35,0.37,0.39,0.41,0.406,0.402,0.398,0.394,0.39,0.408,0.426,0.444,0.462,0.48,0.502,0.524,0.546,0.568,0.59,0.636,0.682,0.728,0.774,0.82,0.864,0.908,0.952,0.996,1.04,1.114,1.188,1.262,1.336,1.41,1.504,1.598,1.692,1.786,1.88,1.93,1.98,2.03,2.08,2.13,2.172,2.214,2.256,2.298,2.34,2.282,2.224,2.166,2.108,2.05,2.112,2.174,2.236,2.298,2.36,2.422,2.484,2.546,2.608,2.67,2.76,2.85,2.94,3.03,3.12,3.198,3.276,3.354,3.432,3.51,3.62,3.73,3.84,3.95,4.06,4.118,4.176,4.234,4.292,4.35,4.368,4.386,4.404,4.422,4.44,4.552,4.664,4.776,4.888,5,5.072,5.144,5.216,5.288,5.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Togo,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.012,0.014,0.016,0.018,0.02,0.02,0.02,0.02,0.02,0.02,0.022,0.024,0.026,0.028,0.03,0.03,0.03,0.03,0.03,0.03,0.032,0.034,0.036,0.038,0.04,0.046,0.052,0.058,0.064,0.07,0.074,0.078,0.082,0.086,0.09,0.094,0.098,0.102,0.106,0.11,0.11,0.11,0.11,0.11,0.11,0.134,0.158,0.182,0.206,0.23,0.234,0.238,0.242,0.246,0.25,0.252,0.254,0.256,0.258,0.26,0.266,0.272,0.278,0.284,0.29,0.3,0.31,0.32,0.33,0.34,0.35,0.36,0.37,0.38,0.39,0.408,0.426,0.444,0.462,0.48,0.5,0.52,0.54,0.56,0.58,0.628,0.676,0.724,0.772,0.82,0.936,1.052,1.168,1.284,1.4,1.514,1.628,1.742,1.856,1.97,2.074,2.178,2.282,2.386,2.49,2.588,2.686,2.784,2.882,2.98,3.022,3.064,3.106,3.148,3.19,3.236,3.282,3.328,3.374,3.42,3.45,3.48,3.51,3.54,3.57,3.634,3.698,3.762,3.826,3.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Trinidad and Tobago",0.49,0.51,0.53,0.55,0.57,0.59,0.608,0.626,0.644,0.662,0.68,0.714,0.748,0.782,0.816,0.85,0.888,0.926,0.964,1.002,1.04,1.086,1.132,1.178,1.224,1.27,1.344,1.418,1.492,1.566,1.64,1.706,1.772,1.838,1.904,1.97,2.05,2.13,2.21,2.29,2.37,2.468,2.566,2.664,2.762,2.86,2.926,2.992,3.058,3.124,3.19,3.238,3.286,3.334,3.382,3.43,3.478,3.526,3.574,3.622,3.67,3.736,3.802,3.868,3.934,4,4.056,4.112,4.168,4.224,4.28,4.332,4.384,4.436,4.488,4.54,4.578,4.616,4.654,4.692,4.73,4.758,4.786,4.814,4.842,4.87,4.914,4.958,5.002,5.046,5.09,5.128,5.166,5.204,5.242,5.28,5.334,5.388,5.442,5.496,5.55,5.61,5.67,5.73,5.79,5.85,5.904,5.958,6.012,6.066,6.12,6.178,6.236,6.294,6.352,6.41,6.444,6.478,6.512,6.546,6.58,6.606,6.632,6.658,6.684,6.71,6.724,6.738,6.752,6.766,6.78,6.792,6.804,6.816,6.828,6.84,6.85,6.86,6.87,6.88,6.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tunisia,,,,,,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.012,0.014,0.016,0.018,0.02,0.02,0.02,0.02,0.02,0.02,0.028,0.036,0.044,0.052,0.06,0.068,0.076,0.084,0.092,0.1,0.108,0.116,0.124,0.132,0.14,0.14,0.14,0.14,0.14,0.14,0.148,0.156,0.164,0.172,0.18,0.202,0.224,0.246,0.268,0.29,0.302,0.314,0.326,0.338,0.35,0.362,0.374,0.386,0.398,0.41,0.424,0.438,0.452,0.466,0.48,0.5,0.52,0.54,0.56,0.58,0.602,0.624,0.646,0.668,0.69,0.746,0.802,0.858,0.914,0.97,1.046,1.122,1.198,1.274,1.35,1.458,1.566,1.674,1.782,1.89,2.012,2.134,2.256,2.378,2.5,2.54,2.58,2.62,2.66,2.7,2.788,2.876,2.964,3.052,3.14,3.238,3.336,3.434,3.532,3.63,3.716,3.802,3.888,3.974,4.06,4.132,4.204,4.276,4.348,4.42,4.484,4.548,4.612,4.676,4.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turkey,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.012,0.014,0.016,0.018,0.02,0.02,0.02,0.02,0.02,0.02,0.022,0.024,0.026,0.028,0.03,0.046,0.062,0.078,0.094,0.11,0.12,0.13,0.14,0.15,0.16,0.156,0.152,0.148,0.144,0.14,0.154,0.168,0.182,0.196,0.21,0.224,0.238,0.252,0.266,0.28,0.292,0.304,0.316,0.328,0.34,0.356,0.372,0.388,0.404,0.42,0.438,0.456,0.474,0.492,0.51,0.524,0.538,0.552,0.566,0.58,0.606,0.632,0.658,0.684,0.71,0.744,0.778,0.812,0.846,0.88,0.926,0.972,1.018,1.064,1.11,1.182,1.254,1.326,1.398,1.47,1.532,1.594,1.656,1.718,1.78,1.834,1.888,1.942,1.996,2.05,2.126,2.202,2.278,2.354,2.43,2.508,2.586,2.664,2.742,2.82,2.918,3.016,3.114,3.212,3.31,3.354,3.398,3.442,3.486,3.53,3.616,3.702,3.788,3.874,3.96,4.01,4.06,4.11,4.16,4.21,4.252,4.294,4.336,4.378,4.42,4.476,4.532,4.588,4.644,4.7,4.874,5.048,5.222,5.396,5.57,5.588,5.606,5.624,5.642,5.66,5.67,5.68,5.69,5.7,5.71,5.72,5.73,5.74,5.75,5.76,5.766,5.772,5.778,5.784,5.79,5.798,5.806,5.814,5.822,5.83
Uganda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08,0.092,0.104,0.116,0.128,0.14,0.15,0.16,0.17,0.18,0.19,0.23,0.27,0.31,0.35,0.39,0.396,0.402,0.408,0.414,0.42,0.426,0.432,0.438,0.444,0.45,0.46,0.47,0.48,0.49,0.5,0.506,0.512,0.518,0.524,0.53,0.558,0.586,0.614,0.642,0.67,0.702,0.734,0.766,0.798,0.83,0.854,0.878,0.902,0.926,0.95,0.972,0.994,1.016,1.038,1.06,1.086,1.112,1.138,1.164,1.19,1.25,1.31,1.37,1.43,1.49,1.566,1.642,1.718,1.794,1.87,1.932,1.994,2.056,2.118,2.18,2.274,2.368,2.462,2.556,2.65,2.76,2.87,2.98,3.09,3.2,3.272,3.344,3.416,3.488,3.56,3.626,3.692,3.758,3.824,3.89,3.946,4.002,4.058,4.114,4.17,4.246,4.322,4.398,4.474,4.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"United Kingdom",0.9,0.91,0.92,0.93,0.94,0.95,0.982,1.014,1.046,1.078,1.11,1.156,1.202,1.248,1.294,1.34,1.42,1.5,1.58,1.66,1.74,1.806,1.872,1.938,2.004,2.07,2.146,2.222,2.298,2.374,2.45,2.538,2.626,2.714,2.802,2.89,2.966,3.042,3.118,3.194,3.27,3.336,3.402,3.468,3.534,3.6,3.66,3.72,3.78,3.84,3.9,3.958,4.016,4.074,4.132,4.19,4.242,4.294,4.346,4.398,4.45,4.496,4.542,4.588,4.634,4.68,4.708,4.736,4.764,4.792,4.82,4.842,4.864,4.886,4.908,4.93,4.952,4.974,4.996,5.018,5.04,5.054,5.068,5.082,5.096,5.11,5.122,5.134,5.146,5.158,5.17,5.196,5.222,5.248,5.274,5.3,5.318,5.336,5.354,5.372,5.39,5.402,5.414,5.426,5.438,5.45,5.45,5.45,5.45,5.45,5.45,5.462,5.474,5.486,5.498,5.51,5.52,5.53,5.54,5.55,5.56,5.568,5.576,5.584,5.592,5.6,5.606,5.612,5.618,5.624,5.63,5.668,5.706,5.744,5.782,5.82,5.838,5.856,5.874,5.892,5.91,5.916,5.922,5.928,5.934,5.94,5.942,5.944,5.946,5.948,5.95,5.952,5.954,5.956,5.958,5.96,5.962,5.964,5.966,5.968,5.97,5.97,5.97,5.97,5.97,5.97,5.972,5.974,5.976,5.978,5.98
"United States",3.62,3.674,3.728,3.782,3.836,3.89,3.94,3.99,4.04,4.09,4.14,4.182,4.224,4.266,4.308,4.35,4.384,4.418,4.452,4.486,4.52,4.55,4.58,4.61,4.64,4.67,4.698,4.726,4.754,4.782,4.81,4.832,4.854,4.876,4.898,4.92,4.922,4.924,4.926,4.928,4.93,4.94,4.95,4.96,4.97,4.98,4.99,5,5.01,5.02,5.03,5.048,5.066,5.084,5.102,5.12,5.14,5.16,5.18,5.2,5.22,5.242,5.264,5.286,5.308,5.33,5.346,5.362,5.378,5.394,5.41,5.41,5.41,5.41,5.41,5.41,5.386,5.362,5.338,5.314,5.29,5.306,5.322,5.338,5.354,5.37,5.394,5.418,5.442,5.466,5.49,5.522,5.554,5.586,5.618,5.65,5.676,5.702,5.728,5.754,5.78,5.794,5.808,5.822,5.836,5.85,5.866,5.882,5.898,5.914,5.93,5.922,5.914,5.906,5.898,5.89,5.89,5.89,5.89,5.89,5.89,5.902,5.914,5.926,5.938,5.95,5.952,5.954,5.956,5.958,5.96,5.96,5.96,5.96,5.96,5.96,5.962,5.964,5.966,5.968,5.97,5.968,5.966,5.964,5.962,5.96,5.96,5.96,5.96,5.96,5.96,5.96,5.96,5.96,5.96,5.96,5.96,5.96,5.96,5.96,5.96,5.96,5.96,5.96,5.96,5.96,5.96,5.96,5.96,5.96,5.96
Uruguay,0.33,0.344,0.358,0.372,0.386,0.4,0.418,0.436,0.454,0.472,0.49,0.512,0.534,0.556,0.578,0.6,0.624,0.648,0.672,0.696,0.72,0.738,0.756,0.774,0.792,0.81,0.83,0.85,0.87,0.89,0.91,0.926,0.942,0.958,0.974,0.99,1.06,1.13,1.2,1.27,1.34,1.412,1.484,1.556,1.628,1.7,1.754,1.808,1.862,1.916,1.97,2.074,2.178,2.282,2.386,2.49,2.536,2.582,2.628,2.674,2.72,2.762,2.804,2.846,2.888,2.93,2.98,3.03,3.08,3.13,3.18,3.23,3.28,3.33,3.38,3.43,3.486,3.542,3.598,3.654,3.71,3.744,3.778,3.812,3.846,3.88,3.91,3.94,3.97,4,4.03,4.07,4.11,4.15,4.19,4.23,4.282,4.334,4.386,4.438,4.49,4.534,4.578,4.622,4.666,4.71,4.75,4.79,4.83,4.87,4.91,4.944,4.978,5.012,5.046,5.08,5.104,5.128,5.152,5.176,5.2,5.222,5.244,5.266,5.288,5.31,5.36,5.41,5.46,5.51,5.56,5.592,5.624,5.656,5.688,5.72,5.73,5.74,5.75,5.76,5.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Venezuela,0.01,0.012,0.014,0.016,0.018,0.02,0.02,0.02,0.02,0.02,0.02,0.022,0.024,0.026,0.028,0.03,0.03,0.03,0.03,0.03,0.03,0.032,0.034,0.036,0.038,0.04,0.108,0.176,0.244,0.312,0.38,0.404,0.428,0.452,0.476,0.5,0.498,0.496,0.494,0.492,0.49,0.51,0.53,0.55,0.57,0.59,0.608,0.626,0.644,0.662,0.68,0.694,0.708,0.722,0.736,0.75,0.756,0.762,0.768,0.774,0.78,0.808,0.836,0.864,0.892,0.92,0.948,0.976,1.004,1.032,1.06,1.106,1.152,1.198,1.244,1.29,1.294,1.298,1.302,1.306,1.31,1.364,1.418,1.472,1.526,1.58,1.638,1.696,1.754,1.812,1.87,1.868,1.866,1.864,1.862,1.86,1.958,2.056,2.154,2.252,2.35,2.466,2.582,2.698,2.814,2.93,3.05,3.17,3.29,3.41,3.53,3.54,3.55,3.56,3.57,3.58,3.586,3.592,3.598,3.604,3.61,3.748,3.886,4.024,4.162,4.3,4.39,4.48,4.57,4.66,4.75,4.816,4.882,4.948,5.014,5.08,5.158,5.236,5.314,5.392,5.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
